kew_internal_concept_db,kew_internal_concept_id,kingdom,phylum,h_class,h_order,family,genus,species,infraspecific_type,infraspecific_description,author,taxonomic_status,med_ref_count,med_ref_count_for_synonyms,confidence_level,unii,kew_internal_species_concept_identifier,kew_internal_name_identifier
gcc,gcc-100026,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Senecio,niveoaureus,,,Cuatrec.,Accepted,1,0,M,,,
gcc,gcc-100287,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Proustia,ilicifolia,,,Hook. & Arn.,Accepted,1,0,M,,,239661-1
gcc,gcc-100359,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Grindelia,scorzonerifolia,,,Hook. & Arn.,Accepted,1,0,M,,,210658-1
gcc,gcc-100413,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Othonna,furcata,,,(Lindl.) Druce,Accepted,1,0,M,,,236021-1
gcc,gcc-100429,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Achyrocline,lehmannii,,,Hieron.,Accepted,1,0,M,,,2556-2
gcc,gcc-100473,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Tephroseris,palustris,,,(L.) Rchb.,Accepted,0,1,L,,,
gcc,gcc-100578,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Artemisia,lessingiana,,,Besser,Accepted,1,0,M,,,179735-1
gcc,gcc-100687,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Lygodesmia,grandiflora,,,(Nutt.) Torr. & A.Gray,Accepted,1,0,M,,,231355-1
gcc,gcc-100748,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Ambrosia,chamissonis,,,(Less.) Greene,Accepted,2,0,M,E99H3G9J2Q,,11045-2
gcc,gcc-100977,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Porophyllum,viridiflorum,,,(Kunth) DC.,Accepted,1,0,M,,,239379-1
gcc,gcc-1010,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Antennaria,howellii,,,Greene,Accepted,1,0,M,,,14708-2
gcc,gcc-101045,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Hymenopappus,filifolius,,,Hook.,Accepted,1,0,M,,,125634-2
gcc,gcc-101080,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Pentacalia,decomposita,,,(Sch.Bip. ex Hieron.) Cuatrec.,Accepted,0,1,L,,,
gcc,gcc-101106,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Pseudognaphalium,gaudichaudianum,,,(DC.) Anderb.,Accepted,0,1,M,,,
gcc,gcc-101114,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Bidens,oligoflora,,,(Klatt) Wild,Accepted,0,1,M,,,
gcc,gcc-101134,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Printzia,pyrifolia,,,Less.,Accepted,1,0,M,,,239635-1
gcc,gcc-101204,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Senecio,ruwenzoriensis,,,S.Moore,Accepted,2,0,M,,,247396-1
gcc,gcc-101206,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Acourtia,wrightii,,,(A.Gray) Reveal & R.M.King,Accepted,1,1,M,,,3512-2
gcc,gcc-101258,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Senecio,littoreus,,,Thunb.,Accepted,1,0,M,,,
gcc,gcc-101292,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Lessingianthus,niederleinii,,,(Hieron.) H.Rob.,Accepted,0,1,M,,,
gcc,gcc-101356,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Erigeron,uniflorus,,,L.,Accepted,1,0,M,,,204648-1
gcc,gcc-10137,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Ligularia,fischeri,,,(Ledeb.) Turcz.,Accepted,1,0,M,L3PEG9BAVW,,
gcc,gcc-101417,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Centaurea,chilensis,,,Bertero ex Hook. & Arn.,Accepted,1,0,M,,,
gcc,gcc-101443,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Symphyotrichum,frondosum,,,(Nutt.) G.L.Nesom,Accepted,0,1,M,,,
gcc,gcc-101556,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Tagetes,multiflora,,,Kunth,Accepted,1,0,M,,,
gcc,gcc-101599,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Nidorella,resedifolia,,,DC.,Accepted,0,2,M,,,
gcc,gcc-101735,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Eremanthus,erythropappus,,,(DC.) MacLeish,Accepted,0,1,L,,,
gcc,gcc-101742,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Chromolaena,collina,,,(DC.) R.M.King & H.Rob.,Accepted,0,1,M,,,
gcc,gcc-101847,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Schkuhria,schkuhrioides,,,(Link & Otto) Thell.,Accepted,0,1,M,,,
gcc,gcc-101985,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Bidens,steppia,,,(Steetz) Sherff,Accepted,1,0,M,,,185258-1
gcc,gcc-102019,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Taraxacum,japonicum,,,Koidz.,Accepted,1,0,M,,,253647-1
gcc,gcc-102043,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Erigeron,caespitosus,,,Nutt.,Accepted,1,0,M,,,
gcc,gcc-102068,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Nabalus,trifoliolatus,,,Cass.,Accepted,0,1,M,,,
gcc,gcc-102130,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Baccharis,notosergila,,,Griseb.,Accepted,2,0,M,,,183514-1
gcc,gcc-102191,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Chaenactis,santolinoides,,,Greene,Accepted,1,0,M,,,192262-1
gcc,gcc-102242,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Mutisia,subspinosa,,,Cav.,Accepted,1,0,M,,,325667-2
gcc,gcc-102309,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Vernonia,teres,,,Wall.,Accepted,1,0,M,,,
gcc,gcc-102313,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Conyza,pinnata,,,(L.f.) Kuntze,Accepted,2,0,M,,,
gcc,gcc-102439,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Machaeranthera,gracilis,,,(Nutt.) Shinners,Accepted,1,0,M,,,148354-2
gcc,gcc-102460,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Smallanthus,riparius,,,(Kunth) H.Rob.,Accepted,0,1,M,,,
gcc,gcc-102488,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Carpesium,cernuum,,,L.,Accepted,1,0,M,,,189333-1
gcc,gcc-102489,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Stephanomeria,runcinata,,,Nutt.,Accepted,1,0,M,,,
gcc,gcc-102503,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Chrysothamnus,greenei,,,(A.Gray) Greene,Accepted,1,0,M,,,58025-2
gcc,gcc-102530,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Erigeron,compositus,,,Pursh,Accepted,1,0,M,,,
gcc,gcc-102548,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Trichocline,reptans,,,(Wedd.) Hieron.,Accepted,1,0,M,,,
gcc,gcc-102611,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Artemisia,alba,,,Turra,Accepted,1,1,M,,,
gcc,gcc-102769,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Chersodoma,jodopappa,,,Cabrera,Accepted,1,0,M,,,192753-1
gcc,gcc-103015,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Trichocline,plicata,,,Hook. & Arn.,Accepted,1,0,M,,,
gcc,gcc-103059,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Artemisia,carruthii,,,Alph.Wood ex Carruth.,Accepted,1,0,M,,,311371-2
gcc,gcc-103204,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Dittrichia,graveolens,,,(L.) Greuter,Accepted,1,2,M,,,201892-1
gcc,gcc-103292,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Artemisia,ludoviciana,,,Nutt.,Accepted,0,1,M,,,
gcc,gcc-103425,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Stevia,rebaudiana,,,(Bertoni) Bertoni,Accepted,4,1,M,,,
gcc,gcc-103503,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Launaea,sarmentosa,,,(Willd.) Sch.Bip. ex Kuntze,Accepted,1,1,M,,,113642-3
gcc,gcc-103560,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Erigeron,speciosus,,,(Lindl.) DC.,Accepted,0,1,M,,,
gcc,gcc-103570,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Bidens,cernua,,,L.,Accepted,1,0,M,,,184796-1
gcc,gcc-103670,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Blumea,eriantha,,,DC.,Accepted,1,0,M,,,185553-1
gcc,gcc-103680,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Doronicum,falconeri,,,C.B.Clarke ex Hook.f.,Accepted,1,0,M,,,329154-2
gcc,gcc-103753,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Brachylaena,transvaalensis,,,Hutch. ex E.Phillips & Schweick.,Accepted,1,0,M,,,186108-1
gcc,gcc-10390,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Baccharis,conferta,,,Kunth,Accepted,2,0,M,,,
gcc,gcc-104072,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Gamochaeta,simplicicaulis,,,(Willd. ex Spreng.) Cabrera,Accepted,1,0,M,,,107382-2
gcc,gcc-104145,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Dicoma,tomentosa,,,Cass.,Accepted,2,0,M,,,201373-1
gcc,gcc-104445,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Helianthus,cusickii,,,A.Gray,Accepted,1,0,M,,,119087-2
gcc,gcc-104672,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Bidens,trichosperma,,,(Michx.) Britton,Accepted,0,1,M,,,
gcc,gcc-104691,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Acourtia,moschata,,,DC.,Accepted,0,1,M,,,
gcc,gcc-104723,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Senecio,inornatus,,,DC.,Accepted,1,1,M,,,245672-1
gcc,gcc-104796,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Silphium,integrifolium,,,Michx.,Accepted,1,0,M,,,30072268-2
gcc,gcc-104805,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Symphyotrichum,shortii,,,(Lindl.) G.L.Nesom,Accepted,0,1,M,,,
gcc,gcc-104816,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Taraxacum,heterolepis,,,Nakai & Koidz. ex Kitag.,Accepted,1,0,M,,,
gcc,gcc-104836,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Artemisia,ramosa,,,Buch,Accepted,1,0,M,,,
gcc,gcc-104962,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Artemisia,sodiroi,,,Hieron. ex Sodiro,Accepted,2,0,M,,,180125-1
gcc,gcc-105020,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Helichrysum,mundtii,,,Harv.,Accepted,2,0,M,,,
gcc,gcc-105089,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Guizotia,scabra,,,(Vis.) Chiov.,Accepted,1,0,M,,,210749-1
gcc,gcc-105188,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Centaurea,melitensis,,,L.,Accepted,2,0,M,,,190991-1
gcc,gcc-10522,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Erigeron,sublyratus,,,Roxb. ex DC.,Accepted,0,1,M,,,
gcc,gcc-105233,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Euryops,multifidus,,,(Thunb.) DC.,Accepted,1,0,M,,,207454-1
gcc,gcc-105239,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Ursinia,nana,,,DC.,Accepted,2,1,M,,,149444-3
gcc,gcc-105259,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Achillea,clavennae,,,L.,Accepted,1,0,M,,,173892-1
gcc,gcc-105276,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Cirsium,horridulum,,,Michx.,Accepted,1,0,M,,,59036-2
gcc,gcc-105283,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Trixis,pallida,,,Less.,Accepted,1,0,M,,,256757-1
gcc,gcc-105321,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Eriocephalus,ericoides,,,(L.f.) Druce,Accepted,2,0,M,,,204740-1
gcc,gcc-105388,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Artemisia,divaricata,,,(Pamp.) Pamp.,Accepted,1,0,M,,,
gcc,gcc-105483,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Tagetes,mendocina,,,Phil.,Accepted,1,0,M,,,
gcc,gcc-105521,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Liatris,acidota,,,Engelm. & A.Gray,Accepted,1,0,M,,,
gcc,gcc-105609,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Petasites,fragrans,,,(Vill.) C.Presl,Accepted,2,0,M,7MKJ1A3A9T,,237362-1
gcc,gcc-105624,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Vernonia,noveboracensis,,,(L.) Michx.,Accepted,1,0,M,,,
gcc,gcc-10566,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Balsamorhiza,sagittata,,,(Pursh) Nutt.,Accepted,2,0,M,8P0797WQHN,,
gcc,gcc-105693,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Hypochaeris,glabra,,,L.,Accepted,1,0,M,,,135241-3
gcc,gcc-105718,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Artemisia,princeps,,,Pamp.,Accepted,2,0,L,2849G48V9J,,
gcc,gcc-105730,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Erigeron,karvinskianus,,,DC.,Unassessed,3,2,L,,,204028-1
gcc,gcc-10575,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Baccharis,coridifolia,,,DC.,Accepted,2,0,M,,,183215-1
gcc,gcc-105850,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Pteronia,stricta,,,Aiton,Accepted,2,0,M,,,240314-1
gcc,gcc-105947,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Porophyllum,lanceolatum,,,DC.,Accepted,1,0,M,,,208407-2
gcc,gcc-106012,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Helenium,argentinum,,,Ariza,Accepted,1,0,M,,,
gcc,gcc-106159,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Pentzia,incana,,,(Thunb.) Kuntze,Accepted,2,0,M,,,236837-1
gcc,gcc-106207,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Mikaniopsis,cissampelina,,,(DC.) C.Jeffrey,Accepted,1,0,M,,,943087-1
gcc,gcc-106259,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Plecostachys,serpyllifolia,,,(P.J.Bergius) Hilliard & B.L.Burtt,Accepted,1,1,L,,,909574-1
gcc,gcc-106294,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Crepis,acuminata,,,Nutt.,Accepted,1,0,M,,,
gcc,gcc-106383,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Ageratina,occidentalis,,,(Hook.) R.M.King & H.Rob.,Accepted,2,0,M,F4QXT3MP5I,,6973-2
gcc,gcc-106422,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Mikania,punctata,,,Gardner,Accepted,1,0,M,,,233152-1
gcc,gcc-106433,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Lactuca,schulzeana,,,Büttner,Accepted,1,0,M,,,228247-1
gcc,gcc-106632,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Cirsium,arvense,,,(L.) Scop.,Accepted,0,1,M,,,
gcc,gcc-106640,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Packera,aurea,,,(L.) Á.Löve & D.Löve,Accepted,1,4,M,5WS1632J8W,,
gcc,gcc-10682,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Inula,grantioides,,,Boiss.,Accepted,1,0,M,,,
gcc,gcc-106858,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Nabalus,alatus,,,Hook.,Accepted,0,1,L,,,
gcc,gcc-106881,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Helichrysum,auronitens,,,Sch.Bip.,Accepted,2,0,M,,,212458-1
gcc,gcc-106886,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Senecio,ovatus,,,Willd.,Accepted,1,1,M,,,246691-1
gcc,gcc-106964,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Helichrysum,caespititium,,,(DC.) Sond. ex Harv.,Accepted,1,0,M,,,212522-1
gcc,gcc-106983,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Stevia,linoides,,,Sch.Bip. ex Klotzsch,Accepted,1,0,M,,,
gcc,gcc-107140,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Podospermum,purpureum,,,(L.) W.D.J.Koch & Ziz,Accepted,0,1,M,,,
gcc,gcc-107163,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Artemisia,umbelliformis,,,Lam.,Accepted,2,1,M,BI6LY4V6G3,,
gcc,gcc-107176,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Artemisia,balchanorum,,,Krasch.,Accepted,1,0,M,,,60447295-2
gcc,gcc-107283,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Eurybia,conspicua,,,(Lindl.) G.L.Nesom,Accepted,1,1,M,8KS8FOC24D,,
gcc,gcc-107437,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Haplopappus,angustifolius,,,(DC.) Reiche,Accepted,1,0,M,,,117409-2
gcc,gcc-107513,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Senecio,buglossus,,,Phil.,Accepted,1,0,M,,,
gcc,gcc-107567,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Launaea,capitata,,,(Spreng.) Dandy,Accepted,0,1,M,,,
gcc,gcc-107791,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Conyza,obscura,,,DC.,Accepted,2,0,M,,,
gcc,gcc-107988,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Conyza,scabrida,,,DC.,Accepted,1,0,M,,,197697-1
gcc,gcc-108264,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Bidens,laevis,,,"(L.) ""Britton, Sterns & Poggenb.""",Accepted,0,1,L,,,
gcc,gcc-108336,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Berkheya,echinacea,,,(Harv.) O.Hoffm. ex Burtt Davy,Accepted,1,1,M,,,184546-1
gcc,gcc-108352,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Senecio,articulatus,,,(L.f.) Sch.Bip.,Accepted,2,0,M,,,243932-1
gcc,gcc-108422,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Centaurea,africana,,,Lam.,Accepted,2,0,M,8Q6BM842O3,,189814-1
gcc,gcc-108741,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Arnica,fulgens,,,Pursh,Accepted,3,0,M,F8YB51A2HV,,
gcc,gcc-108745,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Mikania,scandens,,,(L.) Willd.,Accepted,2,0,M,81L3Y1R6RK,,233204-1
gcc,gcc-108753,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Erigeron,pulchellus,,,Michx.,Accepted,1,0,M,,,204381-1
gcc,gcc-108921,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Helichrysum,foetidum,,,(L.) Cass.,Accepted,1,0,M,,,
gcc,gcc-109087,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Ampelaster,carolinianus,,,(Walter) G.L.Nesom,Accepted,1,1,M,2U29V39GWQ,,
gcc,gcc-109094,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Senecio,toluccanus,,,DC.,Accepted,1,0,L,,,234130-2
gcc,gcc-109132,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Senecio,pseudoarnica,,,Less.,Accepted,1,0,M,,,30053331-2
gcc,gcc-10914,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Cirsium,lineare,,,(Thunb.) Sch.Bip.,Accepted,0,1,M,,,
gcc,gcc-109148,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Sphaeranthus,suaveolens,,,(Forssk.) DC.,Accepted,1,0,M,,,250579-1
gcc,gcc-109333,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Gnaphalium,cheiranthifolium,,,Bertero ex Lam.,Accepted,1,0,M,,,
gcc,gcc-10941,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Acmella,caulirhiza,,,Delile,Accepted,1,0,M,,,
gcc,gcc-109488,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Tetraneuris,scaposa,,,(DC.) Greene,Accepted,1,0,L,,,251784-2
gcc,gcc-109516,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Ericameria,parishii,,,(Greene) H.M.Hall,Accepted,1,0,M,,,93505-2
gcc,gcc-109550,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Tagetes,coronopifolia,,,Willd.,Accepted,0,1,M,,,
gcc,gcc-10977,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Helichrysum,argyrophyllum,,,DC.,Accepted,1,0,M,,,212435-1
gcc,gcc-109812,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Parthenium,incanum,,,Kunth,Accepted,2,0,M,,,
gcc,gcc-109835,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Distephanus,angulifolius,,,(DC.) H.Rob. & B.Kahn,Accepted,1,0,M,,,
gcc,gcc-109891,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Onoseris,silvatica,,,Greenm.,Accepted,1,0,M,,,
gcc,gcc-10992,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Gymnolaena,serratifolia,,,(DC.) Rydb.,Accepted,0,1,M,,,
gcc,gcc-110011,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Gynura,procumbens,,,(Lour.) Merr.,Accepted,2,0,M,025WU2L13O,,211304-1
gcc,gcc-110239,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Heliopsis,helianthoides,,,(L.) Sweet,Accepted,0,0,L,,,
gcc,gcc-110320,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Machaeranthera,parviflora,,,A.Gray,Accepted,1,0,M,,,148387-2
gcc,gcc-110383,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Artemisia,filifolia,,,Torr.,Accepted,2,0,M,A338J46R08,,
gcc,gcc-110388,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Launaea,aspleniifolia,,,(Willd.) Hook.f.,Accepted,1,0,M,,,228989-1
gcc,gcc-110393,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Heliomeris,multiflora,,,Nutt.,Accepted,0,1,M,,,
gcc,gcc-110749,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Gynura,japonica,,,(Thunb.) Juel,Accepted,0,2,L,,,
gcc,gcc-11096,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Platycarpha,glomerata,,,(Thunb.) Less.,Accepted,1,0,M,,,
gcc,gcc-110983,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Senecio,vulgaris,,,L.,Accepted,8,0,M,W6MU8IYV12,,248251-1
gcc,gcc-111038,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Stomatanthes,africanus,,,(Oliv. & Hiern) R.M.King & H.Rob.,Accepted,1,1,M,,,251848-1
gcc,gcc-111045,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Adenophyllum,glandulosum,,,(Cav.) Strother,Accepted,0,1,L,,,
gcc,gcc-111146,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Ageratina,aromatica,,,(L.) Spach,Accepted,1,1,M,HQL864937T,,
gcc,gcc-111153,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Critonia,daleoides,,,DC.,Accepted,0,1,M,,,
gcc,gcc-111170,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Pseudognaphalium,californicum,,,(DC.) Anderb.,Accepted,0,1,M,,,
gcc,gcc-111214,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Hymenopappus,newberryi,,,I.M.Johnst.,Accepted,1,0,M,,,225238-1
gcc,gcc-111227,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Helichrysum,nudifolium,,,(L.) Less.,Accepted,2,2,L,,,213099-1
gcc,gcc-111270,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Berkheya,spekeana,,,Oliv.,Accepted,1,0,M,,,184632-1
gcc,gcc-11129,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Gochnatia,hypoleuca,,,(DC.) A.Gray,Accepted,1,0,M,,,30110274-2
gcc,gcc-11163,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Arctium,nemorosum,,,Lej.,Accepted,1,0,M,,,77072591-1
gcc,gcc-111671,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Senecio,tenuifolius,,,Burm.f.,Accepted,1,0,M,,,247921-1
gcc,gcc-111735,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Erigeron,canus,,,A.Gray,Accepted,1,0,L,,,
gcc,gcc-11175,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Acourtia,microcephala,,,DC.,Accepted,1,0,M,,,174726-1
gcc,gcc-111797,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Heliomeris,longifolius,,,Cockerell.,Accepted,0,1,L,,,
gcc,gcc-111835,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Mutisia,hamata,,,Reiche,Accepted,1,0,M,,,165148-2
gcc,gcc-111861,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Artemisia,serrata,,,Nutt.,Accepted,1,0,M,,,180110-1
gcc,gcc-111977,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Corethrogyne,filaginifolia,,,(Hook. & Arn.) Nutt.,Accepted,1,0,M,,,
gcc,gcc-112146,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Elephantopus,mollis,,,Kunth,Accepted,5,0,M,S7C59IFT0F,,
gcc,gcc-112229,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Conyza,pyrrhopappa,,,Sch.Bip. ex A.Rich.,Accepted,0,1,L,,,
gcc,gcc-112266,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Pseudognaphalium,microcephalum,,,(Nutt.) Anderb.,Accepted,0,1,M,,,
gcc,gcc-112292,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Vernonia,brazzavillensis,,,Aubrév. ex Compère,Accepted,1,0,M,,,
gcc,gcc-112337,Plantae,Angiospermae,Eudicots,Asterales,Asteraceae,Conyza,attenuata,,,DC.,Accepted,1,1,M,,,197163-1
