kew_internal_concept_db,kew_internal_concept_id,kingdom,phylum,h_class,h_order,family,genus,species,infraspecific_type,infraspecific_description,author,taxonomic_status,med_ref_count,med_ref_count_for_synonyms,confidence_level,unii,kew_internal_species_concept_identifier,kew_internal_name_identifier
wcs,379695,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,koraiensis,,,Siebold & Zucc.,Accepted,2,0,H,6A8YE14NC4,,263037-1
wcs,379703,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,lambertiana,,,Douglas,Accepted,4,0,H,3XW6W4HZP7,,197001-2
wcs,379726,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,lawsonii,,,Roezl ex Gordon,Accepted,1,0,H,,,314963-2
wcs,379792,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,densiflora,,,Siebold & Zucc.,Accepted,3,0,H,U797H98B8Y,,262894-1
wcs,379818,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,echinata,,,Mill.,Accepted,3,0,H,B51J58V8AQ,,262913-1
wcs,379820,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,edulis,,,Engelm.,Accepted,3,0,H,B56MOJ06SD,,196975-2
wcs,379843,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,contorta,,,Douglas ex Loudon,Accepted,4,0,H,31725596TV,,30000492-2
wcs,379872,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,halepensis,,,Mill.,Accepted,4,0,H,HR6Q0384L4,,262982-1
wcs,379943,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,elliottii,,,Engelm.,Accepted,3,0,H,082P1K72IB,,262921-1
wcs,379964,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,gerardiana,,,Wall. ex D.Don,Accepted,2,0,H,,,
wcs,379966,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,glabra,,,Walter,Accepted,1,0,H,,,262965-1
wcs,379971,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,flexilis,,,E.James,Accepted,1,0,H,,,262945-1
wcs,380011,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,sabiniana,,,Douglas,Accepted,2,0,H,7C4T3TM7IN,,
wcs,380012,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,strobiformis,,,Engelm.,Accepted,2,0,H,5T0IT95J9F,,197099-2
wcs,380022,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,strobus,,,L.,Accepted,6,0,H,1179X4Y21K,,263339-1
wcs,380045,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,roxburghii,,,Sarg.,Accepted,9,1,H,NN9KR8N492,,677098-1
wcs,380091,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,virginiana,,,Mill.,Accepted,3,0,H,J0F7F9VRZE,,263413-1
wcs,380115,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,tabuliformis,,,Carrière,Accepted,8,0,H,5TX2558X0C,,263356-1
wcs,380126,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,sylvestris,,,L.,Accepted,22,0,H,VP00HZL9IC,,263353-1
wcs,380129,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,taeda,,,L.,Accepted,2,0,H,776S483WWJ,,263357-1
wcs,380132,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,teocote,,,Schiede ex Schltdl. & Cham.,Accepted,2,0,H,,,263372-1
wcs,380139,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,thunbergii,,,Parl.,Accepted,2,0,H,793NV8302E,,263377-1
wcs,380171,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,nigra,,,J.F.Arnold,Accepted,2,0,H,V99YU88UIX,,677088-1
wcs,380206,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,oocarpa,,,Schiede,Accepted,1,0,H,,,
wcs,380220,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,montezumae,,,Lamb.,Accepted,2,0,H,W6CA1PL66B,,
wcs,380231,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,monophylla,,,Torr. & Frém.,Accepted,2,0,H,53M02AUB6H,,197026-2
wcs,380254,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,mugo,,,Turra,Accepted,13,3,H,1NW8LM57KV,,677083-1
wcs,380254,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,mugo,,,Turra,Accepted,13,3,H,70NG103A8W,,677083-1
wcs,380255,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,monticola,,,Douglas ex D.Don,Accepted,3,0,H,TJ19UP4W49,,
wcs,380268,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,palustris,,,Mill.,Accepted,4,0,H,724SER9IMN,,263186-1
wcs,380276,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,quadrifolia,,,Parl. ex Sudw.,Accepted,1,0,H,,,282906-2
wcs,380293,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,rigida,,,Mill.,Accepted,3,0,H,WBW0AD6OVF,,263270-1
wcs,380297,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,radiata,,,D.Don,Accepted,3,0,H,4POA6FT83G,,
wcs,380302,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,resinosa,,,Aiton,Accepted,2,0,H,AS8B4M6X9N,,263261-1
wcs,380338,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,patula,,,Schiede ex Schltdl. & Cham.,Accepted,2,0,H,53DJG94B5D,,314961-2
wcs,380339,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,parviflora,,,Siebold & Zucc.,Accepted,1,0,H,67YCV8CLOB,,263192-1
wcs,380351,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,pinea,,,L.,Accepted,3,0,H,6486O8W7VI,,263221-1
wcs,380358,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,ponderosa,,,Douglas ex C.Lawson,Accepted,5,0,H,NZA8UU1441,,307165-2
wcs,380364,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,pinaster,,,Aiton,Accepted,15,0,H,J27867F361,,263216-1
wcs,380400,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,merkusii,,,Jungh. & de Vriese,Accepted,1,0,H,,,
wcs,380406,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Picea,abies,,,(L.) H.Karst.,Accepted,5,0,H,D77PG8S4KK,,262609-1
wcs,380437,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,canariensis,,,C.Sm.,Accepted,1,0,H,H95TIF383Z,,
wcs,380440,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,caribaea,,,Morelet,Accepted,3,0,H,,,314859-2
wcs,380472,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,cembra,,,L.,Accepted,2,0,H,58Z2R079K5,,262848-1
wcs,380544,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,banksiana,,,Lamb.,Accepted,2,0,H,7XM46LU81O,,262801-1
wcs,380589,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Picea,mariana,,,"(Mill.) Britton, Sterns & Poggenb.",Accepted,4,1,H,U37W7O088B,,195883-2
wcs,380614,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Picea,engelmannii,,,Parry ex Engelm.,Accepted,2,0,H,6DQ5SSG9NA,,262646-1
wcs,380719,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Picea,pungens,,,Engelm.,Accepted,1,1,H,3QY750FN27,,
wcs,380723,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pinus,aristata,,,Engelm.,Accepted,1,0,H,,,262778-1
wcs,380741,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Picea,sitchensis,,,(Bong.) Carrière,Accepted,2,0,H,8L4384H6HG,,676986-1
wcs,380751,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Picea,rubens,,,Sarg.,Accepted,2,0,H,87ZH0B65UB,,195909-2
wcs,380850,Plantae,Gymnospermae,Pinopsida,Pinales,Podocarpaceae,Podocarpus,parlatorei,,,Pilg.,Accepted,1,0,H,,,
wcs,380872,Plantae,Gymnospermae,Pinopsida,Pinales,Podocarpaceae,Podocarpus,neriifolius,,,D.Don,Accepted,3,0,H,A1HKS2R89E,,263545-1
wcs,380968,Plantae,Gymnospermae,Pinopsida,Pinales,Podocarpaceae,Podocarpus,latifolius,,,(Thunb.) R.Br. ex Mirb.,Accepted,1,0,H,,,
wcs,381078,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Picea,laxa,,,(Münchh.) Sarg.,Accepted,0,2,H,,,
wcs,381195,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Pseudotsuga,menziesii,var.,glauca,(Beissn.) Franco,Accepted,1,0,H,,379633,
wcs,381238,Plantae,Gymnospermae,Cycadopsida,Cycadales,Zamiaceae,Stangeria,eriopus,,,(Kunze) Baill.,Accepted,1,0,H,,,821923-1
wcs,381242,Plantae,Angiospermae,Magnoliids,Piperales,Saururaceae,Saururus,cernuus,,,L.,Accepted,1,0,H,,,328555-2
wcs,381245,Plantae,Angiospermae,Angiosperms,Austrobaileyales,Schisandraceae,Schisandra,sphenanthera,,,Rehder & E.H.Wilson,Accepted,8,0,H,O5261FJN9W,,555104-1
wcs,381253,Plantae,Angiospermae,Angiosperms,Austrobaileyales,Schisandraceae,Schisandra,repanda,,,(Siebold & Zucc.) Radlk.,Accepted,0,1,H,,,
wcs,381262,Plantae,Angiospermae,Angiosperms,Austrobaileyales,Schisandraceae,Schisandra,chinensis,,,(Turcz.) Baill.,Accepted,20,0,H,RM13YIU944,,60456331-2
wcs,381300,Plantae,Gymnospermae,Pinopsida,Pinales,Cupressaceae,Sequoiadendron,giganteum,,,(Lindl.) J.Buchholz,Accepted,1,1,H,,,677175-1
wcs,381621,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Abies,alba,,,Mill.,Accepted,4,2,H,62INA9V33X,,
wcs,381632,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Abies,amabilis,,,(Douglas ex Loudon) J.Forbes,Accepted,2,0,H,2UCK8LS2Q5,,325658-2
wcs,381647,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Abies,balsamea,,,(L.) Mill.,Accepted,13,0,H,4DI3HCB5EP,,1084057-2
wcs,381681,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Abies,cephalonica,,,Loudon,Accepted,1,0,H,,,261486-1
wcs,381699,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Abies,cilicica,,,(Antoine & Kotschy) Carrière,Accepted,1,0,H,,,261491-1
wcs,381713,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Abies,concolor,,,(Gordon) Lindl. ex Hildebr.,Accepted,2,0,H,0E00VA2ZYI,,1031026-2
wcs,381792,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Abies,fraseri,,,(Pursh) Poir.,Accepted,5,0,H,19P468TZ4D,,1030488-2
wcs,381804,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Abies,grandis,,,(Douglas ex D.Don) Lindl.,Accepted,2,0,H,1F5V5KQN3L,,1033427-2
wcs,381853,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Abies,lasiocarpa,,,(Hook.) Nutt.,Accepted,2,0,H,09J16FWN0X,,1081948-2
wcs,381919,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Abies,nordmanniana,,,(Steven) Spach,Accepted,1,0,H,,,261599-1
wcs,381974,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Abies,procera,,,Rehder,Accepted,2,0,H,C20S09626T,,676607-1
wcs,381982,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Abies,religiosa,,,(Kunth) Schltdl. & Cham.,Accepted,1,0,H,,,261625-1
wcs,381990,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Abies,sachalinensis,,,(F.Schmidt) Mast.,Accepted,1,0,H,1288422YRG,,
wcs,381992,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Abies,sachalinensis,var.,mayriana,Miyabe & Kudô,Accepted,1,1,H,ZBW80K7V77,381990,
wcs,382001,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Abies,sibirica,,,Ledeb.,Accepted,7,0,H,80YP21OD21,,261635-1
wcs,382014,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Abies,spectabilis,,,(D.Don) Mirb.,Accepted,2,2,H,170SMH5Z18,,
wcs,382086,Plantae,Gymnospermae,Pinopsida,Pinales,Podocarpaceae,Afrocarpus,falcatus,,,(Thunb.) C.N.Page,Accepted,0,1,H,,,
wcs,382201,Plantae,Angiospermae,Magnoliids,Piperales,Saururaceae,Anemopsis,californica,,,(Nutt.) Hook. & Arn.,Accepted,5,0,H,86L84CXF21,,1197862-2
wcs,382241,Plantae,Gymnospermae,Pinopsida,Pinales,Cupressaceae,Austrocedrus,chilensis,,,(D.Don) Pic.Serm. & Bizzarri,Accepted,2,0,H,,,294848-1
wcs,382338,Plantae,Gymnospermae,Pinopsida,Pinales,Cupressaceae,Callitris,columellaris,,,F.Muell.,Accepted,1,1,H,,,261760-1
wcs,382351,Plantae,Gymnospermae,Pinopsida,Pinales,Cupressaceae,Callitris,drummondii,,,(Parl.) Benth. & Hook.f. ex F.Muell.,Accepted,1,0,H,,,261765-1
wcs,382370,Plantae,Gymnospermae,Pinopsida,Pinales,Cupressaceae,Callitris,neocaledonica,,,Dümmer,Accepted,1,0,H,,,676685-1
wcs,382382,Plantae,Gymnospermae,Pinopsida,Pinales,Cupressaceae,Callitris,rhomboidea,,,R.Br. ex Rich.,Accepted,1,0,H,,,
wcs,382394,Plantae,Gymnospermae,Pinopsida,Pinales,Cupressaceae,Callitris,sulcata,,,(Parl.) Schltr.,Accepted,1,0,H,,,676689-1
wcs,382400,Plantae,Gymnospermae,Pinopsida,Pinales,Cupressaceae,Callitris,verrucosa,,,(A.Cunn. ex Endl.) R.Br. ex Mirb.,Accepted,1,0,H,,,261792-1
wcs,382424,Plantae,Gymnospermae,Pinopsida,Pinales,Cupressaceae,Calocedrus,decurrens,,,(Torr.) Florin,Accepted,2,0,H,E4R56QG7HE,,42548-2
wcs,382441,Plantae,Angiospermae,Magnoliids,Laurales,Calycanthaceae,Calycanthus,floridus,,,L.,Accepted,3,0,H,,,42922-2
wcs,382442,Plantae,Angiospermae,Magnoliids,Laurales,Calycanthaceae,Calycanthus,floridus,var.,glaucus,(Willd.) Torr. & A.Gray,Accepted,1,0,H,,382441,42923-2
wcs,382460,Plantae,Angiospermae,Magnoliids,Laurales,Calycanthaceae,Calycanthus,occidentalis,,,Hook. & Arn.,Accepted,1,0,H,,,139230-1
wcs,382478,Plantae,Angiospermae,Magnoliids,Canellales,Canellaceae,Canella,winterana,,,(L.) Gaertn.,Accepted,5,1,H,K3AN2R1M00,,146013-1
wcs,382558,Plantae,Angiospermae,Eudicots,Fagales,Casuarinaceae,Casuarina,equisetifolia,,,L.,Accepted,6,0,H,NEB5ND0WER,,159856-1
wcs,382686,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Cedrus,atlantica,,,(Endl.) Manetti ex Carrière,Accepted,3,0,H,4B543E09LZ,,50881822-1
wcs,382693,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Cedrus,deodara,,,(Roxb. ex D.Don) G.Don,Accepted,7,0,H,T72K3W0X0I,,676701-1
wcs,382698,Plantae,Gymnospermae,Pinopsida,Pinales,Pinaceae,Cedrus,libani,,,A.Rich.,Accepted,10,0,H,9G0JE54296,,676705-1
wcs,382830,Plantae,Gymnospermae,Pinopsida,Pinales,Cupressaceae,Chamaecyparis,lawsoniana,,,(A.Murray) Parl.,Accepted,3,0,H,C470043X0R,,261839-1
wcs,382841,Plantae,Gymnospermae,Pinopsida,Pinales,Cupressaceae,Chamaecyparis,obtusa,,,(Siebold & Zucc.) Endl.,Accepted,2,0,H,80ZNL1G5XY,,
wcs,382844,Plantae,Gymnospermae,Pinopsida,Pinales,Cupressaceae,Chamaecyparis,obtusa,var.,formosana,(Hayata) Hayata,Accepted,0,1,H,,382841,
wcs,382860,Plantae,Gymnospermae,Pinopsida,Pinales,Cupressaceae,Chamaecyparis,thyoides,,,"(L.) Britton, Sterns & Poggenb.",Accepted,2,0,H,M8PPP62E5O,,54814-2
wcs,382898,Plantae,Angiospermae,Magnoliids,Laurales,Calycanthaceae,Chimonanthus,nitens,,,Oliv.,Accepted,0,1,H,,,
wcs,382901,Plantae,Angiospermae,Magnoliids,Laurales,Calycanthaceae,Chimonanthus,praecox,,,(L.) Link,Accepted,1,2,H,5Y143KS0YL,,139248-1
wcs,382914,Plantae,Angiospermae,Magnoliids,Canellales,Canellaceae,Cinnamodendron,corticosum,,,Miers,Accepted,1,0,H,,,146018-1
wcs,382928,Plantae,Angiospermae,Magnoliids,Canellales,Canellaceae,Cinnamosma,madagascariensis,,,Danguy,Accepted,1,0,H,,,146029-1
wcs,382937,Plantae,Angiospermae,Eudicots,Aquifoliales,Cardiopteridaceae,Citronella,gongonha,,,(Mart.) R.A.Howard,Accepted,1,0,H,,,
wcs,382960,Plantae,Angiospermae,Eudicots,Aquifoliales,Cardiopteridaceae,Citronella,vitiensis,,,R.A.Howard,Accepted,1,0,H,,,607737-1
wcs,382991,Plantae,Gymnospermae,Pinopsida,Pinales,Cupressaceae,Cryptomeria,japonica,,,(Thunb. ex L.f.) D.Don,Accepted,3,0,H,U5EF7W487E,,
wcs,383010,Plantae,Gymnospermae,Pinopsida,Pinales,Cupressaceae,Cunninghamia,lanceolata,,,(Lamb.) Hook.,Accepted,0,3,H,,,
wcs,383039,Plantae,Gymnospermae,Pinopsida,Pinales,Cupressaceae,Cupressus,arizonica,,,Greene,Accepted,3,0,H,XFZ23SFD55,,72649-2
wcs,383047,Plantae,Gymnospermae,Pinopsida,Pinales,Cupressaceae,Cupressus,arizonica,var.,nevadensis,(Abrams) Little,Accepted,0,1,H,,383039,
wcs,383113,Plantae,Gymnospermae,Pinopsida,Pinales,Cupressaceae,Cupressus,funebris,,,Endl.,Accepted,2,0,H,,,261925-1
wcs,383170,Plantae,Gymnospermae,Pinopsida,Pinales,Cupressaceae,Cupressus,lusitanica,,,Mill.,Accepted,3,0,H,P5SM6321VF,,30080457-2
wcs,383172,Plantae,Gymnospermae,Pinopsida,Pinales,Cupressaceae,Cupressus,lusitanica,var.,benthamii,(Endl.) Carrière,Accepted,0,1,H,,383170,
wcs,383187,Plantae,Gymnospermae,Pinopsida,Pinales,Cupressaceae,Cupressus,macrocarpa,,,Hartw.,Accepted,4,0,H,NIQ9W59DWN,,30188753-2
wcs,383204,Plantae,Gymnospermae,Pinopsida,Pinales,Cupressaceae,Cupressus,nootkatensis,,,D.Don,Accepted,0,2,H,,,
wcs,383232,Plantae,Gymnospermae,Pinopsida,Pinales,Cupressaceae,Cupressus,sempervirens,,,L.,Accepted,11,1,H,V0IW9P606J,,261974-1
wcs,383261,Plantae,Gymnospermae,Pinopsida,Pinales,Cupressaceae,Cupressus,torulosa,,,D.Don ex Lamb.,Accepted,1,0,H,,,
wcs,383307,Plantae,Gymnospermae,Cycadopsida,Cycadales,Cycadaceae,Cycas,circinalis,,,L.,Accepted,1,0,H,,,328822-2
wcs,383364,Plantae,Gymnospermae,Cycadopsida,Cycadales,Cycadaceae,Cycas,inermis,,,Lour.,Accepted,1,0,H,,,297004-1
wcs,383421,Plantae,Gymnospermae,Cycadopsida,Cycadales,Cycadaceae,Cycas,revoluta,,,Thunb.,Accepted,1,0,H,,,297028-1
wcs,383460,Plantae,Gymnospermae,Cycadopsida,Cycadales,Cycadaceae,Cycas,thouarsii,,,R.Br.,Accepted,1,0,H,,,297044-1
wcs,383507,Plantae,Gymnospermae,Pinopsida,Pinales,Podocarpaceae,Dacrydium,elatum,,,(Roxb.) Wall. ex Hook.,Accepted,0,1,H,,,
wcs,383572,Plantae,Angiospermae,Eudicots,Malpighiales,Irvingiaceae,Desbordesia,glaucescens,,,(Engl.) Tiegh.,Accepted,1,0,H,,,813694-1
wcs,383585,Plantae,Gymnospermae,Cycadopsida,Cycadales,Zamiaceae,Dioon,edule,,,Lindl.,Accepted,1,0,H,,,297057-1
wcs,383630,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,alboflavescens,,,(Gürke) F.White,Accepted,1,0,H,,,322061-1
wcs,383650,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,anisandra,,,S.F.Blake,Accepted,1,0,H,,,81170-2
wcs,383702,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,batocana,,,Hiern,Accepted,1,0,H,,,322123-1
wcs,383776,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,candolleana,,,Wight,Accepted,1,0,H,,,
wcs,383792,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,castanea,,,(Craib) H.R.Fletcher,Accepted,0,1,H,,,
wcs,383860,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,crassiflora,,,Hiern,Accepted,1,0,H,,,322276-1
wcs,383890,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,decandra,,,Lour.,Accepted,1,0,H,,,322304-1
wcs,383929,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,ebenum,,,J.Koenig ex Retz.,Accepted,2,0,H,SA3S93141F,,322350-1
wcs,383984,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,exculpta,,,Buch.-Ham.,Accepted,1,1,H,,,
wcs,384065,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,fischeri,,,Gürke,Accepted,0,1,H,,,
wcs,384092,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,gabunensis,,,Gürke,Accepted,1,0,H,,,322424-1
wcs,384094,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,galpinii,,,(Hiern) De Winter,Accepted,1,0,H,,,322425-1
wcs,384105,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,gilletii,,,De Wild.,Accepted,1,0,H,,,
wcs,384108,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,glabra,,,(L.) De Winter,Accepted,1,0,H,,,322437-1
wcs,384196,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,hoyleana,,,F.White,Accepted,1,0,H,,,322510-1
wcs,38424,Plantae,Angiospermae,Eudicots,Lamiales,Verbenaceae,Chascanum,pinnatifidum,,,(L.f.) E.Mey.,Accepted,1,0,H,,,861657-1
wcs,384241,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,kaki,,,L.f.,Accepted,7,0,H,7YXO3K42TC,,322553-1
wcs,384337,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,lotus,,,L.,Accepted,1,0,H,,,322629-1
wcs,384353,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,lycioides,,,Desf.,Accepted,1,0,H,,,322637-1
wcs,384354,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,lycioides,subsp.,guerkei,(Kuntze) De Winter,Accepted,1,0,H,,384353,
wcs,384356,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,lycioides,subsp.,sericea,(Bernh.) De Winter,Accepted,1,0,H,,384353,
wcs,384379,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,malabarica,,,(Desr.) Kostel.,Accepted,0,1,H,,,
wcs,384397,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,maritima,,,Blume,Accepted,1,0,H,,,322671-1
wcs,384425,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,mespiliformis,,,Hochst. ex A.DC.,Accepted,4,0,H,FEC9OO6U0Q,,322702-1
wcs,384447,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,mollis,,,Griff.,Accepted,1,0,H,,,322726-1
wcs,384453,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,montana,,,Roxb.,Accepted,1,0,H,,,322732-1
wcs,38447,Plantae,Angiospermae,Eudicots,Gentianales,Rubiaceae,Chassalia,albiflora,,,K.Krause,Accepted,1,0,H,,,746277-1
wcs,384495,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,nigra,,,(J.F.Gmel.) Perrier,Accepted,0,3,H,,,
wcs,384562,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,pallens,,,(Thunb.) F.White,Accepted,1,1,H,,,322826-1
wcs,384568,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,paniculata,,,Dalzell,Accepted,1,0,H,,,322830-1
wcs,384615,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,physocalycina,,,Gürke,Accepted,1,0,H,,,
wcs,384618,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,pilosanthera,,,Blanco,Accepted,1,0,H,,,322870-1
wcs,384651,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,preussii,,,Gürke,Accepted,1,0,H,,,
wcs,384668,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,pubescens,,,Pers.,Accepted,0,2,H,,,
wcs,38470,Plantae,Angiospermae,Eudicots,Gentianales,Rubiaceae,Chassalia,chartacea,,,Craib,Accepted,1,0,H,,,746336-1
wcs,384750,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,salicifolia,,,Humb. & Bonpl. ex Willd.,Accepted,0,1,H,,,
wcs,384753,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,samoensis,,,A.Gray,Accepted,1,0,H,,,322976-1
wcs,38478,Plantae,Angiospermae,Eudicots,Gentianales,Rubiaceae,Chassalia,coriacea,,,Verdc.,Accepted,1,0,H,,,901691-1
wcs,38484,Plantae,Angiospermae,Eudicots,Gentianales,Rubiaceae,Chassalia,curviflora,,,(Wall.) Thwaites,Accepted,0,1,H,,,
wcs,384858,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,suaveolens,,,Gürke,Accepted,1,0,H,,,323054-1
wcs,384918,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,toposia,,,Buch.-Ham.,Accepted,1,0,H,,,
wcs,384933,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,tricolor,,,(Schumach. & Thonn.) Hiern,Accepted,1,0,H,,,323123-1
wcs,384988,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,vermoesenii,,,De Wild.,Accepted,1,0,H,,,
wcs,384997,Plantae,Angiospermae,Eudicots,Ericales,Ebenaceae,Diospyros,villosa,,,(L.) De Winter,Accepted,1,1,H,,,
